Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
13463,Art of Fighting Anthology,PS2,2006.0,Fighting,Crave Entertainment,-0.29985237385536145,-0.251130123889466,-0.25153953697432324,-0.2022784870027433,-0.320215001288511
13464,Rapala Trophies,PSP,2006.0,Sports,Activision,-0.27544703410327936,-0.29057326715321147,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13465,Phoenix Wright: Revived Turnabout,DS,2008.0,Misc,Capcom,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13466,Mana Khemia: Alchemists of Al-Revis (JP sales),PS2,2007.0,Role-Playing,Nippon Ichi Software,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13467,Runaway: A Twist of Fate,PC,2009.0,Adventure,Focus Home Interactive,-0.32425771360744354,-0.21168698062572044,-0.25153953697432324,-0.2022784870027433,-0.320215001288511
13468,Cheer We Go!,DS,2010.0,Misc,Natsume,-0.27544703410327936,-0.29057326715321147,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13469,The Tale of Despereaux,Wii,2008.0,Platform,Brash Entertainment,-0.27544703410327936,-0.29057326715321147,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13470,The Hustle: Detroit Streets,PS2,2006.0,Sports,Activision,-0.29985237385536145,-0.251130123889466,-0.25153953697432324,-0.2022784870027433,-0.320215001288511
13471,Virtua Fighter CG Portrait Series Vol.6: Lau Chan,SAT,1995.0,Misc,Sega,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13472,Tomoyo After: It's a Wonderful Life CS Edition,PSP,2009.0,Adventure,Prototype,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13473,Guilty Gear XX Accent Core,PS2,2007.0,Fighting,Unknown,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13474,Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,DS,2005.0,Misc,Success,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13475,Atelier Escha & Logy: Alchemists of the Dusk Sky,PSV,2015.0,Role-Playing,Tecmo Koei,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13476,Millipede / Super Breakout / Lunar Lander,GBA,2005.0,Misc,Zoo Digital Publishing,-0.2876497039793204,-0.2708516955213387,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13477,World Trigger: Borderless Mission,PSV,2015.0,Action,Namco Bandai Games,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13478,Disney's Donald Duck: Goin' Quackers,GC,2002.0,Platform,Ubisoft,-0.2876497039793204,-0.2708516955213387,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13479,RollerCoaster Tycoon,PC,,Strategy,Microprose,-0.29985237385536145,-0.251130123889466,-0.25153953697432324,-0.2022784870027433,-0.320215001288511
13480,Assault Rigs,PS,1996.0,Action,Electronic Arts Victor,-0.29985237385536145,-0.251130123889466,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13481,Backyard Baseball '09,Wii,2008.0,Sports,Atari,-0.27544703410327936,-0.29057326715321147,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13482,World Championship Spelling,DS,2010.0,Misc,505 Games,-0.27544703410327936,-0.29057326715321147,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13483,Yes! PreCure 5,DS,2007.0,Action,Namco Bandai Games,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13484,Bionicle Heroes,Wii,2007.0,Shooter,Eidos Interactive,-0.27544703410327936,-0.29057326715321147,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13485,Tom Clancy's HAWX,PC,2009.0,Action,Ubisoft,-0.32425771360744354,-0.23140855225759321,-0.25153953697432324,-0.2022784870027433,-0.320215001288511
13486,Exist Archive: The Other Side of the Sky,PSV,2015.0,Role-Playing,Aksys Games,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13487,Honda ATV Fever,Wii,2010.0,Racing,Storm City Games,-0.27544703410327936,-0.29057326715321147,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13488,Operation Flashpoint: Elite,XB,2005.0,Shooter,Codemasters,-0.2876497039793204,-0.2708516955213387,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13489,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS4,2016.0,Misc,Tecmo Koei,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
"13490,""Roswell Conspiracies: Aliens, Myths & Legends"",PS,2001,Action,Red Storm Entertainment,0.02,0.02,0,0,0.04;",,,,,,,,,,
13491,Front Mission,DS,2007.0,Strategy,Square Enix,-0.31205504373140247,-0.29057326715321147,-0.1548176466629271,-0.255119720506322,-0.320215001288511
13492,Dead Island Definitive Collection,XOne,2016.0,Action,Deep Silver,-0.29985237385536145,-0.251130123889466,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13493,Sekai no Gohan Shaberu! DS Oryouri Navi,DS,2008.0,Misc,Nintendo,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13494,Rugby Challenge 3,PS3,2016.0,Sports,Alternative Software,-0.32425771360744354,-0.21168698062572044,-0.25153953697432324,-0.2022784870027433,-0.320215001288511
13495,Boktai 2: Solar Boy Django,GBA,2004.0,Role-Playing,Konami Digital Entertainment,-0.2876497039793204,-0.2708516955213387,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13496,Praetorians,PC,2003.0,Strategy,Eidos Interactive,-0.32425771360744354,-0.21168698062572044,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13497,Candace Kane's Candy Factory,DS,2008.0,Action,Destineer,-0.27544703410327936,-0.29057326715321147,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13498,Nobunaga's Ambition (3DS),3DS,2013.0,Simulation,Tecmo Koei,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13499,Angelique Duet,PS,1998.0,Strategy,Tecmo Koei,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13500,Shin Fortune Quest: Sokutaku no Kishi,PS,1996.0,Misc,Media Works,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13501,Resident Evil 6,PC,2012.0,Shooter,Capcom,-0.32425771360744354,-0.21168698062572044,-0.25153953697432324,-0.2022784870027433,-0.320215001288511
13502,Crushed Baseball,GBA,2004.0,Sports,Summitsoft,-0.2876497039793204,-0.2708516955213387,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13503,Dark Arena,GBA,2002.0,Shooter,THQ,-0.2876497039793204,-0.2708516955213387,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13504,Just Sing! Vol. 2,DS,2011.0,Misc,PQube,-0.32425771360744354,-0.21168698062572044,-0.25153953697432324,-0.2022784870027433,-0.320215001288511
13505,Heatseeker,PSP,2007.0,Action,Codemasters,-0.27544703410327936,-0.29057326715321147,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13506,IL-2 Sturmovik: 1946,PC,2006.0,Simulation,Ubisoft,-0.32425771360744354,-0.21168698062572044,-0.25153953697432324,-0.2022784870027433,-0.320215001288511
13507,Jerry Rice and Nitus' Dog Football,Wii,2011.0,Sports,Tommo,-0.27544703410327936,-0.29057326715321147,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13508,TOCA Race Driver 2,XB,2004.0,Racing,Codemasters,-0.2876497039793204,-0.2708516955213387,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13509,I.Q. Remix+: Intelligent Qube,PS2,2000.0,Puzzle,Sony Computer Entertainment,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13510,Sébastien Loeb Rally Evo,PS4,2016.0,Racing,Milestone S.r.l,-0.32425771360744354,-0.21168698062572044,-0.25153953697432324,-0.2022784870027433,-0.320215001288511
13511,Growlanser,PSP,2009.0,Role-Playing,Atlus,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13512,Trollz: Hair Affair!,GBA,2005.0,Misc,Ubisoft,-0.2876497039793204,-0.2708516955213387,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13513,Daito Giken Koushiki Pachi-Slot Simulator: Shake II,PS2,2007.0,Misc,Paon,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13514,Grand Slam,PS,1997.0,Misc,Virgin Interactive,-0.29985237385536145,-0.251130123889466,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13515,Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,DS,2009.0,Action,Namco Bandai Games,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13516,The King of Fighters 2000,PS2,2002.0,Fighting,Playmore,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13517,Coraline,DS,2009.0,Action,D3Publisher,-0.27544703410327936,-0.29057326715321147,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13518,FIFA Street 2,DS,2006.0,Sports,Electronic Arts,-0.27544703410327936,-0.29057326715321147,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13519,M&M's Beach Party,Wii,2009.0,Misc,Zoo Digital Publishing,-0.27544703410327936,-0.29057326715321147,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13520,Dead Head Fred,PSP,2007.0,Action,D3Publisher,-0.27544703410327936,-0.29057326715321147,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13521,D.C.F.S.: Da Capo Four Seasons,PS2,2005.0,Adventure,Kadokawa Shoten,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13522,Hyperdimension Neptunia mk2,PSV,2014.0,Action,Compile Heart,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13523,Disney's Meet the Robinsons,GC,2007.0,Action,Disney Interactive Studios,-0.2876497039793204,-0.2708516955213387,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13524,Hanayori Danshi: Koi Seyo Onago,DS,2008.0,Adventure,Konami Digital Entertainment,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13525,Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Wii,2009.0,Misc,Nintendo,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13526,Puyo Puyo Tetris,PS3,2014.0,Puzzle,Sega,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13527,Sonic the Hedgehog 2 (8-bit),GG,1992.0,Platform,Sega,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13528,FlatOut 2,XB,2006.0,Racing,Empire Interactive,-0.2876497039793204,-0.2708516955213387,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13529,Rogue Trooper,PS2,2006.0,Shooter,Eidos Interactive,-0.29985237385536145,-0.251130123889466,-0.25153953697432324,-0.2022784870027433,-0.320215001288511
13530,Spy Fiction,PS2,2003.0,Action,Sega,-0.29985237385536145,-0.251130123889466,-0.25153953697432324,-0.2022784870027433,-0.320215001288511
13531,R.B.I. Baseball 2016,XOne,2016.0,Sports,MLB.com,-0.27544703410327936,-0.29057326715321147,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13532,Justice League: Chronicles,GBA,2003.0,Platform,Midway Games,-0.2876497039793204,-0.2708516955213387,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13533,Resident Evil Director's Cut,PS3,2006.0,Action,Capcom,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13534,Doko Demo Issho: Let's Gakkou!,PSP,2006.0,Misc,Sony Computer Entertainment,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13535,Monster Trux Arenas: Special Edition,Wii,2007.0,Racing,Popcorn Arcade,-0.27544703410327936,-0.29057326715321147,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13536,Conflict: Desert Storm II - Back to Bagdhad,GC,2004.0,Shooter,SCi,-0.2876497039793204,-0.2708516955213387,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13537,Top Gun,DS,2006.0,Simulation,505 Games,-0.27544703410327936,-0.29057326715321147,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13538,Gem Smashers,3DS,2011.0,Platform,Crave Entertainment,-0.27544703410327936,-0.29057326715321147,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13539,Split/Second,PC,2010.0,Racing,Disney Interactive Studios,-0.32425771360744354,-0.21168698062572044,-0.25153953697432324,-0.2022784870027433,-0.320215001288511
13540,B's-LOG Party♪,PSP,2010.0,Adventure,Idea Factory,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13541,King Arthur,GC,2004.0,Action,Konami Digital Entertainment,-0.2876497039793204,-0.2708516955213387,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13542,Chicken Shoot,GBA,2005.0,Action,Zoo Digital Publishing,-0.2876497039793204,-0.2708516955213387,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13543,Dai Senryaku VII: Modern Military Tactics,XB,2003.0,Strategy,Kool Kizz,-0.2876497039793204,-0.2708516955213387,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13544,Gormiti: The Lords of Nature!,Wii,2010.0,Adventure,Konami Digital Entertainment,-0.27544703410327936,-0.29057326715321147,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13545,White Album 2: Shiawase no Mukougawa,PS3,2012.0,Adventure,Aqua Plus,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13546,Painkiller: Hell & Damnation,PS3,2013.0,Shooter,Nordic Games,-0.29985237385536145,-0.251130123889466,-0.25153953697432324,-0.2022784870027433,-0.320215001288511
13547,Go Go Ackman 3,SNES,1995.0,Platform,Banpresto,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13548,WSC Real 11: World Snooker Championship,X360,2011.0,Sports,Koch Media,-0.32425771360744354,-0.21168698062572044,-0.25153953697432324,-0.2022784870027433,-0.320215001288511
13549,Advance Guardian Heroes,GBA,2004.0,Role-Playing,Ubisoft,-0.2876497039793204,-0.2708516955213387,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13550,Casual Mania!,DS,2010.0,Puzzle,Foreign Media Games,-0.27544703410327936,-0.29057326715321147,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13551,Castle of Shikigami III,Wii,2007.0,Shooter,PQube,-0.27544703410327936,-0.29057326715321147,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13552,Star X,GBA,2002.0,Shooter,BAM! Entertainment,-0.2876497039793204,-0.2708516955213387,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13553,Jewel Quest 5: The Sleepless Star,PC,2011.0,Action,Astragon,-0.31205504373140247,-0.251130123889466,-0.25153953697432324,-0.2022784870027433,-0.320215001288511
13554,Get Up and Dance,PS3,2011.0,Misc,O-Games,-0.2876497039793204,-0.2708516955213387,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13555,The King of Fighters Kyo,PS,1998.0,Fighting,SNK Playmore,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13556,Yowamushi Pedal,3DS,2015.0,Action,Namco Bandai Games,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13557,WarTech: Senko no Ronde,X360,2006.0,Fighting,Ubisoft,-0.27544703410327936,-0.29057326715321147,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13558,Record of Agarest War: Marriage,PSP,2012.0,Role-Playing,Compile Heart,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13559,San-X Land: Theme Park de Asobou!,DS,2006.0,Action,MTO,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13560,Corpse Party: Book of Shadows,PSP,2011.0,Adventure,5pb,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13561,428: Fuusa Sareta Shibuya de,PSP,2009.0,Adventure,Spike,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13562,Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,PS2,2006.0,Adventure,Konami Digital Entertainment,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13563,Starry ? Sky: After Spring,PSP,2009.0,Misc,Aqua Plus,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13564,Life is Strange,PC,2016.0,Adventure,Square Enix,-0.31205504373140247,-0.23140855225759321,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13565,Need for Speed: ProStreet,PC,2007.0,Racing,Electronic Arts,-0.32425771360744354,-0.21168698062572044,-0.25153953697432324,-0.2022784870027433,-0.320215001288511
13566,Naruto Shippuden: Dairansen! Kage Bunshin Emaki,DS,2008.0,Action,Takara Tomy,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13567,Mechanic Escape,PS3,2012.0,Platform,D3Publisher,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13568,Pro Evolution Soccer 2016,PC,2015.0,Sports,Konami Digital Entertainment,-0.32425771360744354,-0.21168698062572044,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13569,Twilight Syndrome: Kinjiratera Toshi Densetsu,DS,2008.0,Adventure,Spike,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13570,True Love Story 3,PS2,2001.0,Simulation,Enterbrain,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13571,Little Battlers eXperience W,PSV,2012.0,Role-Playing,Level 5,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13572,The Smurfs,PS,1998.0,Action,Infogrames,-0.29985237385536145,-0.251130123889466,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13573,Strike Force Bowling,XB,2004.0,Sports,Crave Entertainment,-0.2876497039793204,-0.2708516955213387,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13574,Chessmaster,GBA,2002.0,Misc,Ubisoft,-0.2876497039793204,-0.2708516955213387,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13575,Blood Will Tell: Tezuka Osamu's Dororo,PS2,2004.0,Adventure,Sega,-0.29985237385536145,-0.251130123889466,-0.25153953697432324,-0.2022784870027433,-0.320215001288511
13576,The Kore Gang,Wii,2010.0,Platform,Flashpoint Games,-0.27544703410327936,-0.29057326715321147,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13577,Red Ninja: End of Honor,PS2,2005.0,Action,Vivendi Games,-0.29985237385536145,-0.251130123889466,-0.25153953697432324,-0.2022784870027433,-0.320215001288511
13578,Kanuchi: Shiroki Tsubasa no Shou,PS2,2008.0,Adventure,Idea Factory,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13579,Summer Athletics 2009,X360,2009.0,Sports,49Games,-0.32425771360744354,-0.21168698062572044,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13580,SX Superstar,XB,2003.0,Racing,Acclaim Entertainment,-0.2876497039793204,-0.2708516955213387,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13581,Katekyoo Hitman Reborn! Battle Arena,PSP,2008.0,Fighting,Marvelous Interactive,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13582,Saint Seiya: The Hades,PS2,2006.0,Fighting,Namco Bandai Games,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13583,Saki Portable,PSP,2010.0,Adventure,Alchemist,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13584,Riding Stables: The Whitakers present Milton and Friends,3DS,2011.0,Sports,DTP Entertainment,-0.32425771360744354,-0.21168698062572044,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13585,Naruto Shippuuden: Shinobi Retsuden III,DS,2009.0,Action,Takara Tomy,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13586,Metal Gear Solid: Digital Graphic Novel,PSP,2006.0,Misc,Konami Digital Entertainment,-0.29985237385536145,-0.29057326715321147,-0.18705827676672582,-0.255119720506322,-0.320215001288511
13587,Max & the Magic Marker,Wii,2011.0,Platform,Unknown,-0.32425771360744354,-0.21168698062572044,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13588,Outlaw Tennis,XB,2005.0,Sports,Global Star,-0.2876497039793204,-0.2708516955213387,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13589,Free Running,Wii,2009.0,Sports,Reef Entertainment,-0.29985237385536145,-0.251130123889466,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13590,Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,PS3,2013.0,Simulation,Namco Bandai Games,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13591,Barnyard,Wii,2006.0,Action,THQ,-0.27544703410327936,-0.29057326715321147,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13592,SPRay,Wii,2008.0,Action,Tecmo Koei,-0.27544703410327936,-0.29057326715321147,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13593,No Rules: Get Phat,GBA,2001.0,Action,TDK Mediactive,-0.2876497039793204,-0.2708516955213387,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13594,Battle Rage,Wii,2008.0,Shooter,Popcorn Arcade,-0.27544703410327936,-0.29057326715321147,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13595,Zombi Daisuki,DS,2011.0,Action,ChunSoft,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13596,Igor: The Game,DS,2008.0,Adventure,Legacy Interactive,-0.27544703410327936,-0.29057326715321147,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13597,LEGO Indiana Jones: The Original Adventures,PC,2008.0,Action,LucasArts,-0.29985237385536145,-0.251130123889466,-0.25153953697432324,-0.2022784870027433,-0.320215001288511
13598,Card Fight!! Vanguard G: Stride to Victory!!,3DS,2016.0,Misc,FuRyu,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
"13599,""Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu"",DS,2006,Adventure,Marvelous Interactive,0,0,0.04,0,0.04;",,,,,,,,,,
13600,Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,3DS,2014.0,Action,FuRyu,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13601,Challenge Me: Maths Workout,DS,2009.0,Puzzle,Oxygen Interactive,-0.27544703410327936,-0.29057326715321147,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13602,The Invincible Iron Man,GBA,2002.0,Action,Activision,-0.2876497039793204,-0.2708516955213387,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13603,NASCAR 07,XB,2006.0,Racing,Electronic Arts,-0.2876497039793204,-0.2708516955213387,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13604,Refrain no Chika Meikyuu to Majo no Ryodan,PSV,2016.0,Action,Nippon Ichi Software,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13605,Dance Dance Revolution Disney Mix,PS,2000.0,Simulation,Konami Digital Entertainment,-0.29985237385536145,-0.251130123889466,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13606,Maken Shao: Demon Sword,PS2,2001.0,Action,Midas Interactive Entertainment,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13607,Playmobil Top Agents,DS,2010.0,Action,JoWood Productions,-0.32425771360744354,-0.21168698062572044,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13608,The Monkey King: The Legend Begins,Wii,2007.0,Shooter,Starfish,-0.27544703410327936,-0.29057326715321147,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13609,Super Robot Taisen OG Infinite Battle,PS3,2013.0,Fighting,Namco Bandai Games,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13610,Scaler,XB,2004.0,Platform,Global Star,-0.2876497039793204,-0.2708516955213387,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13611,Attack of the Movies 3D,X360,2010.0,Shooter,Majesco Entertainment,-0.27544703410327936,-0.29057326715321147,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13612,BeatMania IIDX 16: Empress + Premium Best,PS2,2009.0,Simulation,Konami Digital Entertainment,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13613,FIFA Soccer 2003 (weekly jp sales),PS2,2002.0,Sports,Electronic Arts,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13614,Emergency Room: Real Life Rescues,DS,2009.0,Simulation,505 Games,-0.27544703410327936,-0.29057326715321147,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13615,High Heat Baseball 2002,PS,2001.0,Sports,3DO,-0.29985237385536145,-0.251130123889466,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13616,Utawarerumono: Futari no Hakuoro,PS4,2016.0,Misc,Aqua Plus,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13617,Puyo Pop Fever,PSP,2004.0,Puzzle,Ignition Entertainment,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13618,The Sims 2: Pets,PC,2006.0,Simulation,Electronic Arts,-0.31205504373140247,-0.251130123889466,-0.25153953697432324,-0.2022784870027433,-0.320215001288511
13619,Hana to Ikimo no Rittai Zukan,3DS,2011.0,Misc,Nintendo,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13620,Bloody Roar Extreme,XB,2003.0,Fighting,Hudson Soft,-0.2876497039793204,-0.2708516955213387,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13621,Platinum Sudoku,DS,2007.0,Puzzle,Ubisoft,-0.2876497039793204,-0.2708516955213387,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13622,Kamen Rider: Battride War Genesis,PS3,2016.0,Action,Namco Bandai Games,-0.32425771360744354,-0.29057326715321147,-0.1225770165591284,-0.255119720506322,-0.320215001288511
13623,Tennis Masters Series 2003,XB,2002.0,Sports,Microids,-0.2876497039793204,-0.2708516955213387,-0.25153953697432324,-0.255119720506322,-0.320215001288511
13624,The Sims Deluxe,PC,2002.0,Simulation,Electronic Arts,-0.31205504373140247,-0.251130123889466,-0.25153953697432324,-0.2022784870027433,-0.320215001288511
